Origin,Destination,MedianTimeSeconds,Frequency
Avd 93 HIA Hjärtintensiv,Fysioterapi Vita str 13,813.0,1
Avd 139 Transplantation,Röntgen Plan 01 rum s17,349.0,1
Avd 93 HIA Hjärtintensiv,Gynekologisk Mottagning,413.0,1
Avd 139 Transplantation,Strålbehandling Rum 5,236.0,1
Röntgen Norr rum S15,Nuklearmedicin Klin Fys,209.0,1
Röntgen Norr rum S15,Onkologimottagning 3 (KK Blå Str 6),1091.0,1
Röntgen Norr rum S15,Operation 1,9.0,1
Röntgen Norr rum S15,Röntgen Norr rum S12,87.0,1
Röntgen Norr rum S15,Strålbehandling Reception,1825.0,1
Röntgen Norr rum S15,Strålbehandling Rum 12,11.0,1
Röntgen Norr rum S15,Strålbehandling Rum 9,1287.0,1
Röntgen Norr rum S15,ÅV-rum 18 (Uppgång D),1049.0,1
Röntgen Norr rum S15,Hjärtmottagningen,864.0,1
Avd 93 HIA Hjärtintensiv,Kärlkirurgimottagning (Vita Str 12),402.0,1
Avd 93 HIA Hjärtintensiv,Avd 13 Kardiologi,419.0,1
Röntgen Norr rum S15,Kirurgmottagningen,1448.0,1
Röntgen Norr rum S15,Lungmottagningen Vita Str 12,415.0,1
Röntgen Norr rum S15,Lungonkologisk Mottagning LOM,1102.0,1
Röntgen Norr rum S15,MR 51 Gamla Magnetkameran,8.0,1
Röntgen Norr rum S15,Mag-tarm-lab Blå stråket 3 plan 4,354.0,1
Avd 138 Kärlkirurgi,Urologmottagningen,976.0,1
Avd 138 Kärlkirurgi,Öron Näs Hals-Mottagningen ÖNH,113.0,1
Avd 138 Kärlkirurgi,Öron Näsa Hals-Mottagningen (gamla rtg),1360.0,1
Avd 138 Kärlkirurgi,Öron Näsa Hals-Mottagningen ÖNH,354.0,1
Avd 93 HIA Hjärtintensiv,Avd 131 Njurmedicin,3583.0,1
Avd 93 HIA Hjärtintensiv,Avd 132 Kirurgi,5099.0,1
Röntgen Norr rum S16,Avd 86 Psykiatri,733.0,1
Avd 93 HIA Hjärtintensiv,Avd 19 specialist,1294.0,1
Röntgen Norr rum S16,Avd 23 Neurokirurgi,410.0,1
"Dexa (""Scapis"") Blå str 7 plan 1",Avd 13 Kardiologi,193.0,1
Avd 138 Kärlkirurgi,Operation 7 Öron Näsa Hals,1001.0,1
Avd 138 Kärlkirurgi,Plastikmottagningen (Blå str 3),282.0,1
Avd 138 Kärlkirurgi,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),397.0,1
Avd 138 Kärlkirurgi,Röntgen Plan 01 rum s17,685.0,1
Avd 138 Kärlkirurgi,Röntgen Plan 01 rum s17 (MR),252.0,1
Avd 138 Kärlkirurgi,Thoraxmottagning (under sommaren på avd 25),641.0,1
Avd 139 Transplantation,Kirurgmottagningen Dagvård,2972.0,1
Avd 139 Transplantation,Lungmottagningen Vita Str 12,521.0,1
Avd 139 Transplantation,MR 51 Gamla Magnetkameran,413.0,1
Avd 139 Transplantation,NIVA Neurointensiven,838.0,1
Avd 139 Transplantation,Neuromuskulärt Centrum NMC (Blå str 7),939.0,1
Röntgen Norr rum S16,Ambulanshall,50.0,1
Röntgen Norr rum S16,Andningsfysiologi Klin fys mottagning 3,1051.0,1
Röntgen Norr rum S16,Avd 143 Transplantationsmottagning,1212.0,1
Avd 139 Transplantation,Avd 30 Urologi (På 131 under sommaren),676.0,1
Avd 139 Transplantation,Avd 34 Geriatrik,1665.0,1
Avd 139 Transplantation,Avd 69 Onkologi,2404.0,1
Avd 139 Transplantation,Avd 90 MAVA,825.0,1
"Dexa (""Scapis"") Blå str 7 plan 1",Avd 16/29 medicin,762.0,1
Avd 139 Transplantation,Bårhus,1721.0,1
Avd 139 Transplantation,Huvudentrén,1286.0,1
Avd 139 Transplantation,KK-akuten Gynekologisk Akutmottagning,1224.0,1
Röntgen Norr rum S16,Neurologimottagning (Blå str 7 plan 00),1143.0,1
"Dexa (""Scapis"") Blå str 7 plan 1",Avd 32 Specialistmedicin,845.0,1
Röntgen Norr rum S16,Onkologimottagning 1 och 2 (JK Blå str 2),973.0,1
Röntgen Norr rum S16,Onkologimottagning 3 (KK Blå Str 6),1050.0,1
Röntgen Norr rum S16,Operation 5 Neurokirurgi,8.0,1
Röntgen Norr rum S16,Provtagningscentralen Centralkomplexet,1065.0,1
Röntgen Norr rum S16,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),255.0,1
Röntgen Norr rum S16,Röntgen Norr rum S10,416.0,1
Avd 92 HIA Hjärtintensiv,Röntgen Plan 01 rum s17,251.0,1
Avd 138 Kärlkirurgi,Medicinmottagning 1,1218.0,1
Avd 138 Kärlkirurgi,Nuklearmedicin Klin Fys,409.0,1
Avd 138 Kärlkirurgi,Operation 1 Narkosbedömning,322.0,1
Röntgen Norr rum S16,MR 52 Gamla Magnetkameran,825.0,1
Röntgen Norr rum S16,Mammografi,335.0,1
Röntgen Norr rum S16,Medicinmottagning 1,539.0,1
Avd 92 HIA Hjärtintensiv,Röntgen Plan 01 rum s20,707.0,1
Avd 92 HIA Hjärtintensiv,Röntgen Söder rum S4,3194.0,1
Avd 138 Kärlkirurgi,Avd 69 Onkologi,1844.0,1
Avd 92 HIA Hjärtintensiv,TIVA Thoraxintensiven,1048.0,1
Avd 138 Kärlkirurgi,Avd 92 HIA Hjärtintensiv,572.0,1
Avd 138 Kärlkirurgi,Bårhus,7688.0,1
Avd 138 Kärlkirurgi,CIVA avd 96,1123.0,1
Avd 138 Kärlkirurgi,Gynekologisk Mottagning,449.0,1
Avd 138 Kärlkirurgi,Huvudentrén,5.0,1
Avd 92 HIA Hjärtintensiv,Iohexol njurfunktion Klin Fys (crom),435.0,1
Röntgen Norr rum S16,GEA Gastroenterologisk Endoskopi,1322.0,1
Avd 92 HIA Hjärtintensiv,Lungdiagnostisk Mott.,537.0,1
Avd 92 HIA Hjärtintensiv,Röntgen Norr rum S11,765.0,1
Avd 92 HIA Hjärtintensiv,Röntgen Norr rum S12,100.0,1
Avd 92 HIA Hjärtintensiv,Röntgen Norr rum S14 MR-kamera,200.0,1
Dialysmottagning (avd 130),Avd 67 Gynekologi,2043.0,1
Dialysmottagning (avd 130),Kirurgmottagningen,1366.0,1
Röntgen Norr rum s9,AKOM team 3 OBS:en,868.0,1
Avd 92 HIA Hjärtintensiv,Avd 19 specialist,1195.0,1
Röntgen Norr rum s9,Avd 80 Psykiatri,313.0,1
Avd 92 HIA Hjärtintensiv,Avd 34 Geriatrik,2321.0,1
Röntgen Plan 01 rum s17,AKOM team 2 medicin,2299.0,1
Avd 92 HIA Hjärtintensiv,Avd 52 Onkologi,2029.0,1
Röntgen Plan 01 rum s17,Avd 136 Kirurgi,801.0,1
Röntgen Plan 01 rum s17,Avd 138 Kärlkirurgi,887.0,1
Avd 137 Kirurgi,Strålbehandling Rum 9,502.0,1
Avd 92 HIA Hjärtintensiv,Avd 54 Onkologi,743.0,1
Avd 137 Kirurgi,Öron Näs Hals-Mottagningen ÖNH,39.0,1
Avd 137 Kirurgi,Öron Näsa Hals-Mottagningen ÖNH,186.0,1
Avd 92 HIA Hjärtintensiv,CTC gröna stråket 12,612.0,1
Avd 138 Kärlkirurgi,Avd 138 Kärlkirurgi,495.0,1
Avd 138 Kärlkirurgi,Avd 18 Öron Näsa Hals,2359.0,1
Avd 92 HIA Hjärtintensiv,Huvudentrén,738.0,1
Röntgen Norr rum S16,Öron Näsa Hals-Mottagningen ÖNH,1292.0,1
Avd 137 Kirurgi,Röntgen Plan 01 rum s17 (MR),593.0,1
Avd 137 Kirurgi,Röntgen Plan 01 rum s19 (MR),1278.0,1
Avd 92 HIA Hjärtintensiv,Intervention 3,64.0,1
Avd 137 Kirurgi,Röntgen Söder rum S1,404.0,1
Avd 137 Kirurgi,Strålbehandling CT-MR-Fixation,621.0,1
Avd 137 Kirurgi,Strålbehandling Reception,1166.0,1
Avd 137 Kirurgi,Strålbehandling Rum 5,938.0,1
Röntgen Norr rum S16,Röntgen Norr rum S11,1142.0,1
Avd 91 MAVA,Urologmottagningen,366.0,1
Röntgen Norr rum S16,Röntgen Plan 01 rum s18 (MR),570.0,1
Röntgen Norr rum S16,Röntgen Plan 2/3 rum s22,600.0,1
Röntgen Norr rum S16,Vakten,341.0,1
Avd 91 MAVA,Vakten,600.0,1
Röntgen Norr rum S16,Öron Näsa Hals-Mottagningen (flyttat till gamla röntgen),2686.0,1
Röntgen Norr rum S16,Öron Näsa Hals-Mottagningen (gamla rtg),376.0,1
Avd 137 Kirurgi,Avd 140 Hematologisk Mottagning,430.0,1
Avd 137 Kirurgi,Avd 31 Plastik dagvård,97.0,1
Avd 91 MAVA,Öron Näs Hals-Mottagningen ÖNH,357.0,1
Avd 92 HIA Hjärtintensiv,Avd 131 Njurmedicin,2559.0,1
Avd 92 HIA Hjärtintensiv,Avd 137 Kirurgi,1882.0,1
Avd 137 Kirurgi,Avd 93 HIA Hjärtintensiv,2853.0,1
Avd 92 HIA Hjärtintensiv,Avd 15/28 Ortopedi,1599.0,1
Dialysmottagning (avd 130),AKOM team 2 medicin,385.0,1
Avd 137 Kirurgi,Ortopedimottagning (Blå stråket 3),4151.0,1
Avd 137 Kirurgi,Plastikmottagningen Gröna Str 7,680.0,1
Avd 137 Kirurgi,Provtagningscentralen Centralkomplexet,858.0,1
Avd 137 Kirurgi,Röntgen Norr rum S10,250.0,1
Avd 137 Kirurgi,AKOM akutteam 1,748.0,1
Avd 137 Kirurgi,AKOM akutteam 4,1085.0,1
Avd 137 Kirurgi,Avd 10 Neurokirurgi,1195.0,1
Dialysmottagning (avd 130),Avd 10 Neurokirurgi,526.0,1
Avd 137 Kirurgi,Gynekologisk Mottagning,782.0,1
Avd 137 Kirurgi,Hörselvård (Flyttat till  nya huset vid Uppgång H),1977.0,1
Dialysmottagning (avd 130),Avd 113 Hud plan04,17.0,1
Dialysmottagning (avd 130),Avd 132 Kirurgi,182.0,1
Avd 137 Kirurgi,Operation 1 Narkosbedömning,864.0,1
Avd 137 Kirurgi,Operation 2,847.0,1
Avd 137 Kirurgi,Operation 5 Neurokirurgi,1017.0,1
Dialysmottagning (avd 130),Avd 133 Neurologi,2403.0,1
Röntgen Plan 01 rum s17,Avd 139 Transplantation,862.0,1
Röntgen Plan 01 rum s17,Avd 18 Öron Näsa Hals,692.0,1
Dialysmottagning (avd 130),Avd 138 Kärlkirurgi,997.0,1
Dialysmottagning (avd 130),Avd 15/28 Ortopedi,2852.0,1
Avd 91 MAVA,Strålbehandling Rum 1,175.0,1
Röntgen Plan 01 rum s17,Avd 54 Onkologi,2133.0,1
Röntgen Plan 01 rum s17,Avd 90 MAVA,1158.0,1
Röntgen Plan 01 rum s17,Huvudentrén,852.0,1
Avd 136 Kirurgi,Röntgen Söder rum S3,1175.0,1
Avd 91 MAVA,Strålbehandling Rum 11,1361.0,1
Avd 136 Kirurgi,UVA avdelning 95A,1865.0,1
Avd 136 Kirurgi,Urologmottagningen,191.0,1
Avd 136 Kirurgi,Öron Näs Hals-Mottagningen ÖNH,887.0,1
Avd 91 MAVA,Strålbehandling Rum 9,358.0,1
Avd 137 Kirurgi,0,866.0,1
Röntgen Plan 01 rum s18,Avd 13 Kardiologi,1938.0,1
Avd 136 Kirurgi,Operation 7 Öron Näsa Hals,190.0,1
Avd 136 Kirurgi,Preoperativ mottagning Sahlgrenska Blå str 7 plan 1,874.0,1
Avd 136 Kirurgi,Reumatologimottagningen,1949.0,1
Avd 136 Kirurgi,Röntgen Norr rum S10,798.0,1
EEG - Klinisk Neurofysiologimott.,Avd 136 Kirurgi,1698.0,1
EEG - Klinisk Neurofysiologimott.,Avd 15/28 Ortopedi,1802.0,1
Avd 136 Kirurgi,Röntgen Plan 01 rum s19,960.0,1
Avd 136 Kirurgi,Röntgen Plan 2/3 rum s22,1066.0,1
Röntgen Plan 01 rum s17 (MR),Avd 141 Hematologi,1203.0,1
Röntgen Plan 01 rum s17 (MR),Avd 16/29 medicin,470.0,1
Röntgen Plan 01 rum s17 (MR),Avd 23 Neurokirurgi,568.0,1
Röntgen Plan 01 rum s17 (MR),Avd 67 Gynekologi,1865.0,1
Röntgen Plan 01 rum s17 (MR),Avd 69 Onkologi,1596.0,1
Röntgen Plan 01 rum s17 (MR),Avd 93 HIA Hjärtintensiv,459.0,1
Röntgen Plan 01 rum s17 (MR),Huvudentrén,1148.0,1
EEG - Klinisk Neurofysiologimott.,Avd 18 Öron Näsa Hals (på 27 under sommaren),955.0,1
Röntgen Plan 01 rum s17,MS-Mottagningen,838.0,1
Avd 91 MAVA,Preoperativ mottagning Sahlgrenska Blå str 7 plan 1,563.0,1
Röntgen Plan 01 rum s17,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),876.0,1
Avd 91 MAVA,Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),516.0,1
Röntgen Plan 01 rum s17 (MR),Avd 136 Kirurgi,651.0,1
Avd 91 MAVA,Röntgen Norr rum S10,296.0,1
Röntgen Plan 01 rum s17 (MR),Avd 138 Kärlkirurgi,1338.0,1
Röntgen Plan 01 rum s17 (MR),Avd 140 Hematologisk Mottagning,1703.0,1
Avd 136 Kirurgi,Operation 6 Plastikkirurgi,14.0,1
Röntgen Plan 01 rum s18,Avd 92 HIA Hjärtintensiv,242.0,1
Avd 91 MAVA,Röntgen Plan 01 rum s17 (MR),240.0,1
Röntgen Plan 01 rum s18,Dialysmottagning (avd 130),1349.0,1
Röntgen Plan 01 rum s18,Huvudentrén,546.0,1
Röntgen Plan 01 rum s18,Intervention 1,1550.0,1
Röntgen Plan 01 rum s18,KFU Klinisk Fysiologi Ultraljud,586.0,1
Avd 91 MAVA,Röntgen Plan 01 rum s19 (MR),1317.0,1
Avd 136 Kirurgi,EEG - Klinisk Neurofysiologimott.,556.0,1
Avd 91 MAVA,Strålbehandling CT-MR-Fixation,99.0,1
Avd 136 Kirurgi,Huvudentrén,984.0,1
Avd 136 Kirurgi,Iohexol njurfunktion Klin Fys (crom),185.0,1
Dialysmottagning (avd 130),Röntgen Norr rum S12,1621.0,1
Dialysmottagning (avd 130),Röntgen Norr rum S15,841.0,1
Dialysmottagning (avd 130),Röntgen Plan 01 rum s18,807.0,1
Avd 136 Kirurgi,Onkologimottagning 1 och 2 (JK Blå str 2),946.0,1
Dialysmottagning (avd 130),Urologmottagningen,951.0,1
Driftavdelning,Bårvagnsförråd AKOM,4559.0,1
Dialysmottagning (avd 130),Nuklearmedicin Klin Fys,29.0,1
Avd 136 Kirurgi,Avd 53 Onkologi,504.0,1
Avd 136 Kirurgi,Avd 67 Gynekologi,2433.0,1
Avd 136 Kirurgi,Avd 69 Onkologi,2346.0,1
Avd 136 Kirurgi,Avd 91 MAVA,1902.0,1
Avd 136 Kirurgi,Bårhus,7449.0,1
Röntgen Plan 01 rum s18,Avd 140 Hematologisk Mottagning,1978.0,1
Dialysmottagning (avd 130),Operation 1,64.0,1
Dialysmottagning (avd 130),Operation 7 Öron Näsa Hals,613.0,1
Dialysmottagning (avd 130),Plastikmottagningen Gröna Str 7,831.0,1
Dialysmottagning (avd 130),Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),338.0,1
Avd 91 MAVA,MR 52 Gamla Magnetkameran,1162.0,1
Avd 136 Kirurgi,Avd 141 Hematologi,390.0,1
Avd 91 MAVA,Avd 13 Kardiologi,1199.0,1
Avd 135 Stroke,Öron Näsa Hals-Mottagningen ÖNH,810.0,1
Avd 91 MAVA,Avd 134 Ryggmärgsskador,1432.0,1
Avd 136 Kirurgi,AKOM akutteam 4,622.0,1
Avd 136 Kirurgi,Avd 132 Kirurgi,897.0,1
Avd 136 Kirurgi,Avd 139 Transplantation,1116.0,1
Avd 135 Stroke,Dialysmottagning (avd 130),462.0,1
Avd 135 Stroke,Gynekologisk Mottagning,945.0,1
Avd 135 Stroke,Hjärtmottagningen,520.0,1
Avd 135 Stroke,Strålbehandling CT-MR-Fixation,335.0,1
Avd 135 Stroke,Strålbehandling Rum 10,149.0,1
Avd 91 MAVA,Avd 18 Öron Näsa Hals (på 27 under sommaren),377.0,1
Avd 91 MAVA,Cystoskopi Urologmottagningen,1009.0,1
Avd 91 MAVA,Hörselvård (Flyttat till  nya huset vid Uppgång H),141.0,1
Avd 135 Stroke,TIVA Thoraxintensiven,802.0,1
Avd 135 Stroke,Thoraxmottagning (under sommaren på avd 25),245.0,1
Avd 135 Stroke,Urologmottagningen,623.0,1
Avd 91 MAVA,Infla-center Reumatologi,447.0,1
Röntgen Plan 01 rum s18,Röntgen Söder rum S4,1268.0,1
Röntgen Plan 01 rum s18,Röntgen Söder rum S5,639.0,1
Röntgen Plan 01 rum s18,Röntgen Söder rum S7,1016.0,1
Röntgen Plan 01 rum s18,Öron Näsa Hals-Mottagningen (gamla rtg),465.0,1
Röntgen Plan 01 rum s18,Öron Näsa Hals-Mottagningen ÖNH,958.0,1
Röntgen Plan 01 rum s18 (MR),AKOM team 2 medicin,561.0,1
Avd 135 Stroke,Röntgen Söder rum S6,32.0,1
Röntgen Plan 01 rum s18,Lungonkologisk Mottagning LOM,801.0,1
Röntgen Plan 01 rum s18,MR 51 Gamla Magnetkameran,271.0,1
Röntgen Plan 01 rum s18,MR 52 Gamla Magnetkameran,6.0,1
Röntgen Plan 01 rum s18,Neurodagsjukvård (Bruna str 5 plan 1),1775.0,1
Röntgen Plan 01 rum s18,Operation 8,260.0,1
Röntgen Plan 01 rum s18,Ortopedimottagning (Blå stråket 3),755.0,1
Röntgen Plan 01 rum s18,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),774.0,1
Avd 91 MAVA,KOL-Centrum,1147.0,1
Fysioterapi Vita str 13,Avd 91 MAVA,972.0,1
Röntgen Plan 01 rum s19,Avd 134 Ryggmärgsskador,1373.0,1
Röntgen Plan 01 rum s19,Avd 136 Kirurgi,729.0,1
Röntgen Plan 01 rum s19,Avd 139 Transplantation,1753.0,1
Röntgen Plan 01 rum s19,Avd 14 Plastik,539.0,1
Röntgen Plan 01 rum s19,Avd 140 Hematologisk Mottagning,1544.0,1
Röntgen Plan 01 rum s19,Avd 18 Öron Näsa Hals,1483.0,1
Fysioterapi Vita str 13,Avd 93 HIA Hjärtintensiv,1371.0,1
Fysioterapi Vita str 13,Dialysmottagning (avd 130),710.0,1
Röntgen Plan 01 rum s18 (MR),Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),1061.0,1
Fysioterapi Vita str 13,KK-akuten Gynekologisk Akutmottagning,1343.0,1
GEA Gastroenterologisk Endoskopi,71 Onkologisk mottagning team 3,1775.0,1
GEA Gastroenterologisk Endoskopi,AKOM triage,568.0,1
Röntgen Plan 01 rum s19,AKOM akutteam 4,776.0,1
Röntgen Plan 01 rum s19,Avd 12 Thoraxkirurgi,2725.0,1
Röntgen Plan 01 rum s19,Avd 131 Njurmedicin,1702.0,1
Avd 135 Stroke,Operation 7 Öron Näsa Hals,941.0,1
EEG - Klinisk Neurofysiologimott.,Avd 34 Geriatrik,699.0,1
Avd 135 Stroke,Prostatacancer-Center PCC,647.0,1
Avd 135 Stroke,Reumatologimottagningen,619.0,1
Röntgen Plan 01 rum s18 (MR),Avd 12 Thoraxkirurgi,1295.0,1
EEG - Klinisk Neurofysiologimott.,Avd 90 MAVA,857.0,1
Röntgen Plan 01 rum s18 (MR),Avd 140 Hematologisk Mottagning,753.0,1
Röntgen Plan 01 rum s18 (MR),Intervention 1,883.0,1
Avd 135 Stroke,Infla-center Reumatologi,695.0,1
Avd 135 Stroke,KOL-Centrum,1051.0,1
EEG - Klinisk Neurofysiologimott.,Dialysmottagning (avd 130),2246.0,1
EEG - Klinisk Neurofysiologimott.,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),529.0,1
EEG - Klinisk Neurofysiologimott.,Röntgen Plan 01 rum s19 (MR),1238.0,1
Avd 135 Stroke,Neurokirurgimottagning (Blå str 7 plan 00),1353.0,1
Frisören,Matsal,82.0,1
Fysioterapi Vita str 13,Avd 141 Hematologi,1286.0,1
Röntgen Plan 01 rum s19,Dialysmottagning (avd 130),2802.0,1
Avd 90 MAVA,Strålbehandling Rum 12,823.0,1
Röntgen Plan 01 rum s19,Nuklearmedicin Klin Fys,127.0,1
Röntgen Plan 01 rum s19 (MR),Avd 134 Ryggmärgsskador,631.0,1
Avd 90 MAVA,Strålbehandling Rum 3,1383.0,1
Röntgen Plan 01 rum s19 (MR),Avd 138 Kärlkirurgi,1873.0,1
Avd 90 MAVA,Strålbehandling Rum 5,318.0,1
Avd 90 MAVA,Öron Näs Hals-Mottagningen ÖNH,121.0,1
Avd 135 Stroke,Avd 52 Onkologi,457.0,1
Avd 135 Stroke,Avd 54 Onkologi,2410.0,1
Avd 135 Stroke,Avd 67 Gynekologi,715.0,1
Avd 135 Stroke,Avd 68 Gynekologi,1281.0,1
Avd 135 Stroke,Avd 69 Onkologi,1876.0,1
Avd 135 Stroke,Avd 93 HIA Hjärtintensiv,385.0,1
Röntgen Plan 01 rum s19,Avd 80 Psykiatri,717.0,1
Röntgen Plan 01 rum s19,Avd 81 Psykiatri,743.0,1
GEA Gastroenterologisk Endoskopi,KFU Klinisk Fysiologi Ultraljud,480.0,1
Avd 90 MAVA,Preoperativ mottagning Sahlgrenska Blå str 7 plan 1,793.0,1
Avd 135 Stroke,Andningsfysiologi Klin fys mottagning 3,167.0,1
Avd 135 Stroke,Avd 115 Reumatologi,1800.0,1
Avd 135 Stroke,Avd 18 Öron Näsa Hals,2252.0,1
Avd 135 Stroke,Avd 23 Neurokirurgi,2720.0,1
Avd 90 MAVA,Reumatologimottagningen,732.0,1
Avd 135 Stroke,Avd 32 Specialistmedicin,253.0,1
Avd 90 MAVA,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),1050.0,1
Röntgen Plan 01 rum s19,Avd 25 Thoraxkirurgi,1771.0,1
Röntgen Plan 01 rum s19,Avd 30 Urologi,1386.0,1
Röntgen Plan 01 rum s19,Avd 32 Specialistmedicin,1467.0,1
Avd 134 Ryggmärgsskador,Röntgen Plan 01 rum s19,1805.0,1
Avd 134 Ryggmärgsskador,Röntgen Söder rum S6,754.0,1
Avd 134 Ryggmärgsskador,Sömnlab,1041.0,1
Avd 134 Ryggmärgsskador,Öron Näsa Hals-Mottagningen ÖNH,353.0,1
Avd 134 Ryggmärgsskador,Operation 1,344.0,1
Avd 134 Ryggmärgsskador,Operation 4,1644.0,1
Avd 134 Ryggmärgsskador,Operation 7 Öron Näsa Hals,218.0,1
Avd 90 MAVA,Röntgen Norr rum S13 MR-kamera,228.0,1
Avd 134 Ryggmärgsskador,Prostatacancer-Center PCC,1299.0,1
Avd 134 Ryggmärgsskador,Röntgen Norr rum S10,37.0,1
Avd 90 MAVA,Röntgen Norr rum s9,60.0,1
Avd 133 Neurologi,Onkologimottagning 3 (KK Blå Str 6),2018.0,1
Avd 134 Ryggmärgsskador,Avd 10 Neurokirurgi,2011.0,1
Avd 134 Ryggmärgsskador,Avd 115 Reumatologi,1328.0,1
Avd 134 Ryggmärgsskador,Avd 15/28 Ortopedi,1444.0,1
Avd 90 MAVA,Röntgen Plan 04 s24,766.0,1
Avd 134 Ryggmärgsskador,Avd 21 Geriatrik,1127.0,1
Avd 134 Ryggmärgsskador,GEA Gastroenterologisk Endoskopi,665.0,1
Avd 90 MAVA,Strålbehandling CT-MR-Fixation,1514.0,1
Avd 134 Ryggmärgsskador,Neurooftamologisk mott Sahlgrenska ÖK,368.0,1
Röntgen Plan 01 rum s19 (MR),Avd 69 Onkologi,842.0,1
Röntgen Plan 01 rum s19 (MR),Avd 90 MAVA,873.0,1
GEA Gastroenterologisk Endoskopi,Avd 30 Urologi (På 131 under sommaren),1427.0,1
Röntgen Plan 01 rum s19 (MR),Lungmottagningen Vita Str 12,1241.0,1
GEA Gastroenterologisk Endoskopi,Avd 80 Psykiatri,606.0,1
Röntgen Plan 01 rum s20,0,950.0,1
Röntgen Plan 01 rum s20,71 Onkologisk mottagning team 3,2310.0,1
GEA Gastroenterologisk Endoskopi,Avd 82 Psykiatri,1380.0,1
Röntgen Plan 01 rum s19 (MR),Avd 16/29 medicin,2065.0,1
Röntgen Plan 01 rum s19 (MR),Avd 18 Öron Näsa Hals,2247.0,1
Röntgen Plan 01 rum s19 (MR),Avd 19 specialist,611.0,1
Röntgen Plan 01 rum s19 (MR),Avd 30 Urologi,696.0,1
Röntgen Plan 01 rum s19 (MR),Avd 32 Specialistmedicin,771.0,1
Röntgen Plan 01 rum s19 (MR),Avd 34 Geriatrik,2066.0,1
Röntgen Plan 01 rum s19 (MR),Avd 52 Onkologi,1021.0,1
Avd 90 MAVA,Medicinmottagning 1,1080.0,1
Röntgen Plan 01 rum s20,Röntgen Norr rum S16,33.0,1
Röntgen Plan 01 rum s20,Röntgen Plan 2/3 rum s22,411.0,1
Avd 90 MAVA,Neurooftamologisk mott Sahlgrenska ÖK,766.0,1
Avd 91 MAVA,Avd 23 Neurokirurgi,1795.0,1
Röntgen Plan 04 s24,Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),76.0,1
Röntgen Plan 2/3 rum s21,Avd 131 Njurmedicin,615.0,1
Röntgen Plan 2/3 rum s22,AKOM akutteam 4,634.0,1
Röntgen Plan 2/3 rum s22,Avd 91 MAVA,8.0,1
Röntgen Plan 01 rum s20,Avd 81 Psykiatri,2996.0,1
Röntgen Plan 01 rum s20,Avd 86 Psykiatri,2231.0,1
Röntgen Plan 01 rum s20,C-lab Klinisk Kemi Provinlämning,960.0,1
Röntgen Plan 01 rum s20,Kirurgmottagningen Dagvård,521.0,1
Röntgen Plan 01 rum s20,Kärlkirurgimottagning (Vita Str 12),1712.0,1
Röntgen Plan 01 rum s20,"Leverkirurgisk mottagning dagvård (Bruna 5, vån 4)",561.0,1
Röntgen Plan 01 rum s20,Neurokirurgi Inskrivning,985.0,1
Röntgen Plan 01 rum s20,Nuklearmedicin Klin Fys,1455.0,1
Avd 133 Neurologi,Strålbehandling Rum 9,1112.0,1
Röntgen Plan 01 rum s20,AKOM team 2 medicin,1412.0,1
Avd 91 MAVA,Avd 30 Urologi (På 131 under sommaren),1623.0,1
Röntgen Plan 01 rum s20,Avd 140 Hematologisk Mottagning,2077.0,1
Avd 91 MAVA,Avd 31 Plastik dagvård,203.0,1
Röntgen Plan 01 rum s20,Avd 25 Thoraxkirurgi,958.0,1
Röntgen Plan 01 rum s20,Avd 30 Urologi (På 131 under sommaren),1633.0,1
Röntgen Plan 01 rum s20,Avd 67 Gynekologi,1566.0,1
Avd 133 Neurologi,Operation 1 Narkosbedömning,817.0,1
Avd 133 Neurologi,Operation 5 Neurokirurgi,634.0,1
Avd 133 Neurologi,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),37.0,1
Avd 133 Neurologi,Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),429.0,1
Avd 133 Neurologi,Röntgen Plan 2/3 rum s22,558.0,1
Avd 133 Neurologi,Röntgen Söder rum S1,560.0,1
GEA Gastroenterologisk Endoskopi,Avd 134 Ryggmärgsskador,1194.0,1
Avd 133 Neurologi,Strålbehandling Reception,1822.0,1
Röntgen Söder rum S2,Lungmottagningen Vita Str 12,555.0,1
Röntgen Söder rum S2,Lungonkologisk Mottagning LOM,1398.0,1
Röntgen Söder rum S2,Peritonealdialys ( PD Bruna str 5 ),1168.0,1
Röntgen Söder rum S3,71 Onkologisk mottagning team 3,847.0,1
Röntgen Söder rum S3,AKOM team 2 medicin,888.0,1
Röntgen Söder rum S3,AKOM triage,1356.0,1
Röntgen Söder rum S3,Avd 13 Kardiologi,1612.0,1
